index,input,acp
73,The Student selects the course offerings to add from the list of available course offerings.,1
74,The system will also indicate which are the conflicting courses.,1
75,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,1
76,The system then adds the Student to the selected course offering.,1
77,"If the schedule contains “enrolled in” course offerings, the Student must be removed from the course offering.",1
78,"This includes adding, modifying, and deleting professors from the system.",1
79,The Registrar makes the desired changes to the professor information.,1
80,Professors must be able to access the on-line system to indicate which courses they will be teaching.,1
81,"If a course fills up during the actual registration process, the student must be notified of the change before submitting the schedule for processing.",1
82,Students cannot register for course offerings after registration for the current semester has been closed.,1
83,The system prompts the Registrar to confirm the deletion of the student.,1
84,The system retrieves and displays the professor information.,1
85,Students must be able to access the system during this time to add or drop courses.,1
86,The system deletes the Schedule.,1
87,"For each course offering, the system closes all course offerings.",1
88,The Close Registration processing cannot be performed if registration is in progress.,1
89,The Registrar makes the desired changes to the student information.,1
90,The Registrar enters the student id.,1
91,"The Billing System will send the bill to the students, which will include a copy of their final schedule.",1
92,"Once the student has made his or her selections, the system creates a schedule for the Student containing the selected course offerings.",1
93,"If the course offerings do not have at least three students at this point (some may have been added as a result of leveling), then the system cancels the course offering.",1
94,"If the systems find a schedule conflict when trying to establish the course offerings the Professor should take, the system will display an error message indicating that a schedule conflict has occurred.",1
95,"If the use case was successful, the student information is added, updated, or deleted from the system.",1
96,"If, in the Basic Flow, the Professor did not teach any course offerings in the previous semester, the system will display an error message.",1
97,"If, in the Basic Flow, the actor enters an invalid name possibly and possibly password, the system displays an error message.",1
98,The actor enters his or her name and password.,1
99,"If the system is unable to communicate with the Billing System, the system will attempt to re-send the request after a specified period.",1
100,"The Professor can either resolve the schedule conflict (i.e., by canceling his selection to teach one of the course offerings)",1
101,The Professor can cancel the operation,1
102,any selections will be lost,1
103,the use case ends.,1
104,"For each student on the list, the Professor enters a grade: A, B, C, D, F, or I.",1
105,The system records the student’s grade for the course offering.,1
106,The Registrar can then enter a different id number,1
107,"The Registrar can cancel the operation, at which point the use case ends.",1
108,The Student can either select a different course offering and,1
109,the use case continues,1
110,"The Student save the schedule, as is (see Save a Schedule subflow)",1
111,The Student can cancel the operation,1
112,"If, in the Delete A Student sub-flow, the Registrar decides not to delete the student,",1
113,the delete is cancelled,1
114,the Basic Flow is re-started at the beginning.,1
115,The Student acknowledges the error.,1
116,The system must prevent students from changing any schedules other than their own,1
117,The system must prevent professors from modifying assigned course offerings for other professors.,1
118,"When the use case starts, if it is determined that registration for the current semester has been closed, a message is displayed to the Student.",1
119,"If it is, then a message is displayed to the Registrar",1
120,The system calculates the tuition owed by each student for his current semester schedule,1
121,The system sends a transaction to the Billing System.,1
122,"When the use case starts, if it is determined that registration for the current semester has been closed, a message is displayed to the Professor",1
123,The system retrieves a list of available course offerings from the Course Catalog System,1
124,The system displays the list to the Student.,1
125,The new system will access course information from the legacy database,1
126,The new system will not update access course information from the legacy database.,1
127,The Student acknowledges the error message,1
128,the use case terminates.,1
129,Update a Schedule,0
130,The courses a student has selected for the current semester.,0
131,This use case starts when the actor wishes to log into the Course Registration System.,0
132,A person enrolled in classes at the university.,0
133,Register for Courses,0
134,"Information about each course, such as professor, department, and prerequisites, will be included to help students make informed decisions.",0
135,Save a Schedule,0
136,The system is in the login state and has the login screen displayed.,0
137,"If the use case was successful, the course offerings a Professor is scheduled to teach have been updated.",0
138,This use case describes how a user logs into the Course Registration System.,0
139,Course offerings that do not have enough students are cancelled.,0
140,"If the Student selected “Delete a Schedule”, the Delete a Schedule subflow is executed.",0
141,"The system shall support up to 2000 simultaneous users against the central database at any given time, and up to 500 simultaneous users against the local servers at any one time.",0
142,"If the Student selected “Create a Schedule”, the Create  a Schedule subflow is executed.",0
143,This Supplementary Specification lists the requirements that are not readily captured in the use cases of the use- case model.,0
144,"If the Registrar selected “Delete a Student”, the Delete a Student  subflow is executed.",0
145,The registrar’s office will continue to maintain course information through another system.,0
146,"Often, this document can be used as an informal data dictionary, capturing data definitions so that use-case descriptions and other project documents can focus on what the system must do with the information.",0
147,Note: Risk-based prototypes have found that the legacy course catalog database cannot meet our performance needs without some creative use of mid-tier processing power,0
148,The college will keep the existing course catalog database where all course information is maintained.,0
149,Includes the days of the week and times it is offered.,0
150,The Submit Schedule subflow is executed.,0
151,(The functional requirements are defined in the Use Case Specifications.),0
152,All the professors teaching at the university.,0
153,"The history of the grades for all courses, for a particular student sent to the finance system, which in turn bills the students.",0
154,A specific delivery of the course for a specific semester – you could run the same course in parallel sessions in the semester.,0
155,"If this occurs, the Submit Schedule step is replaced with the following:",0
156,"If the Registrar selected “update a professor”, the Update a Professor  subflow is executed.",0
157,This database is an Ingres relational database running on a DEC VAX.,0
158,Submit  Schedule,0
159,The Select Offerings subflow is executed.,0
160,"Since student grades are sensitive information, the system must employ extra security measures to prevent unauthorized access.",0
161,This use case starts when the Registrar requests that the system close registration.,0
162,The first available alternate course offerings will be selected.,0
163,"The Professor acknowledges the message, and the use case ends.",0
164,A person teaching classes at the university.,0
165,Course offerings will have a maximum of ten students and a minimum of three students.,0
166,"Once the Student acknowledges the message, the use case terminates.",0
167,Maintain Professor Information,0
168,"If not, the system state remains unchanged.",0
169,"The actor can choose to either return to the beginning of the Basic Flow or cancel the login, at which point the use case ends.",0
170,This includes:,0
171,The purpose of this document is to define requirements of the Course Registration System.,0
172,"Due to a decrease in federal funding, the college cannot afford to replace the entire system at once.",0
173,"If the Registrar selected “Update a Student”, the Update a Student  subflow is executed.",0
174,"This use case starts when a Student wishes to register for course offerings, or to change his or her existing course schedule.",0
175,The system must be able to complete 80% of all transactions within 2 minutes.,0
176,Create a Schedule,0
177,The course offering is marked as enrolled in in the schedule.,0
178,Update a Professor,0
179,The Registrar must be logged onto the system before this use case begins.,0
180,The system validates the entered name and password and logs the actor into the system.,0
181,The system shall provide access to the legacy course catalog database with no more than a 10 second latency.,0
182,Maintain Student Information,0
183,All the students enrolled in a particular course offering.,0
184,Add a Student,0
185,A course offering with fewer than three students will be canceled.,0
186,The Student must be logged onto the system before this use case begins.,0
187,A class offered by the university.,0
188,The Professor must be logged onto the system before this use case begins.,0
189,The Supplementary Specifications and the use-case model together capture a complete set of requirements on the system.,0
190,"If the Registrar selected “Add a Student”, the Add a Student  subflow is executed.",0
191,The system shall provide a Windows-based desktop interface.,0
192,"If a professor change is needed after registration has been closed, it is handled outside the scope of this system.",0
193,The system used for processing billing information.,0
194,"If the Registrar selected “Delete a Professor”, the Delete a Professor subflow is executed.",0
195,Add a Professor,0
196,"This includes adding, modifying, and deleting Students from the system.",0
197,Multiple users must be able to perform their work concurrently.,0
198,"If the use case was successful, the actor is now logged into the system.",0
199,The professor acknowledges the message and the use case ends.,0
200,The course offerings not marked as “enrolled in” are marked as “selected” in the schedule.,0
201,As the head of information systems for Wylie College you are tasked with developing a new student registration system.,0
202,"If the Student selected “update a schedule”, the Update a Schedule subflow is executed.",0
203,"If the Registrar selected “Add a Professor”, the Add a Professor  subflow is executed.",0
204,"When the Student indicates that he or she is done viewing the grades, the use case terminates.",0
205,The Registrar must be logged onto the system in order for this use case to begin.,0
206,"This specification defines the non-functional requirements of the system; such as reliability, usability, performance, and supportability, as well as functional requirements that are common across a number of use cases.",0
207,Select Courses to Teach,0
208,"This Supplementary Specification applies to the Course Registration System, which will be developed by the OOAD students.",0
209,Update a Student,0
210,"Once the Registrar provides the requested information, one of the sub flows is executed.",0
211,"The system shall integrate with an existing legacy system, the Course Catalog System, which is an RDBMS database.",0
212,The schedule is saved in the system.,0
213,The system will continue to attempt to re-send until the Billing System becomes available.,0
214,"If, in the Delete A Schedule sub-flow, the Student decides not to delete the schedule, the delete is cancelled, and the Basic Flow is re-started at the beginning.",0
0,"For each patient from the monitoring list, the LHCP can edit blood pressure, glucose levels, height, weight and pedometer readings.",1
1,The LHCP is able to view the comprehensive patient report.,1
2,"The reports are viewed under the View My Records tab.",1
3,"The input data, a timestamp and the fact are saved.",1
4,"An LHCP views the height, weight and pedometer data monitoring details.",1
5,"System presents a list of the patient's expired prescriptions, sorted by start date (the later date is ranked earlier closer to the top).",1
6,"The appointments in the list shall be ordered by appointment date and time, the soonest upcoming first.",1
7,An LHCP views a list of his upcoming appointments.,1
8,An administrator maintains the hospital listing.,1
9,System displays his appointments on the calendar.,1
10,The HCP selects reasons out from the nine reasons listed here for the overriding.,1
11,"A patient, personal health representative or HCP views laboratory procedure status.",1
12,The HCP can add the prescription to the list of medications.,1
13,The administrator is allowed to add a new entry for a reason.,1
14,The HCP can edit the patient according to data format.,1
15,The drug is checked against the patient's drug allergies.,1
16,The user can select a laboratory procedure from the calendar to read the laboratory procedure's details.,1
17,The LHCP obtains a printable report.,1
18,An LHCP refers a patient to another receiving LHCP.,1
19,The HCP notes about an office visit.,1
20,System presents a listing of all immunizations for which he has been administered in the last 12 months.,1
21,"An LHCP, patient and representative can sort his message inbox and message outbox.",1
22,The HCP can disallow viewing access to the laboratory results.,1
23,"The patient may optionally enter a zip code (match on first three numbers of zip code), in addition to the name possibly and possibly specialty.",1
24,A public health agent selects a specific time period for which he would like to see a detailed listing of all adverse events related to prescription drugs or immunizations.,1
25,The patient chooses My Diagnoses.,1
26,"A patient, patient representative, or LHCP can sort messages in his message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.",1
27,"When an LHCP views a list of his upcoming appointments, system presents an option to edit or remove the appointment.",1
28,The patient views his access log.,1
29,"The admin must specify a specialty for a new LHCP (General Physician, Heart Surgeon, OB, GYN, Pediatrician, or Surgeon).",1
30,The patient can undesignate any LHCP as being a DLHCP for them.,1
31,A public health agent sees trends in adverse events relate to prescription drugs or immunizations.,1
32,The data for personnel can be edited according to Data Format.,1
33,"An LHCP, patient or representative can modify his messagedisplayingfilter by modifying the following filtering criteria.",1
34,The administrator stores hospital Id number for the hospital and the name of the hospital.,1
35,The HCP's medical identification number should also be maintained.,1
36,The HCP selects a medication prescribed from a pull down list.,1
37,A patient or personal representative may view medical records including family history.,1
38,The LHCP then sends the request or to cancel.,1
39,"A fake email is sent to the LHCP who administered the immunization indicating the patient name and MID, drug, and symptoms.",1
40,System presents a list of the patients.,1
41,"A patient views basic information about his designated LHCPs, including the name, phone number, and contact email information.",1
42,"Additionally, the HCP can document none, one, or more medications prescribed; none, one, or more lab procedures that are ordered (LOINC code, see Data Format 6.11); none, one, or more diagnoses (via the ICD-9CM code); none, one, or more medical procedures performed; and none, one, or more immunizations given chosen from appropriate pull-down lists.",1
43,"System presents a list of the patients whose height, weight, or pedometer data type is specified to be under monitoring and for which he or she is allowed to report measurements.",1
44,System displays his appointments in the current month.,1
45,"System presents the patient’s name, patient’s address, and patient’s date of last office visit.",1
46,The HCP does not have the ability to enter the patient's security question and password.,1
47,"He can report the height, weight and pedometer reading for the patient.",1
48,"The notification center also displays a list of the patient and patient representee upcoming appointments, the information of his designated HCP, and the number of unread messages from his message inbox.",1
49,"A link of Older Activities shall be displayed.",1
50,The administrator chooses a drug from each list to record an interaction between the two drugs.,1
51,A LHCP creates UAPs.,1
52,The LHCP views all patients with which he or she has ever had an office visit with.,1
53,The HCP must remain on the office visit page.,1
54,The patient can select a diagnosis.,1
55,System displays the details for the laboratory procedure in a new page.,1
56,System presents a listing of all drug interactions with that drug.,1
57,An LHCP views the physiologic data monitoring details.,1
58,The patient chooses prescription report.,1
59,A user enters their MID and their password to gain role-based entry into iTrust.,1
60,"The HCP can view a list of laboratory procedures and results, sorted by the date of the last status update, most recent first.",1
61,The LHCP enters the representative's MID.,1
62,"A patient inputs his weight, height or pedometer readings.",1
63,"An LHCP can see the blood pressure and glucose levels, weight, height, and pedometer readings for the patients he or she is monitoring, with two separate lists for physiologic and height or weight or pedometer readings.",1
64,"The user selects a prescription from the calendar to read its details by clicking the Read Details link beside or below the medication displayed for the prescription.",1
65,System presents a listing of all his patients to view weight or pedometer data reported during the current date.,1
66,An HCP creates patients.,1
67,"The administrator stores the ICD-9CM code, a classification and the name of the diagnosis.",1
68,"System presents a listing of all their own diagnoses, sorted by diagnosis date (more recent first).",1
69,The administrator maintains a listing of allowable drugs.,1
70,The LHCP can select a patient to obtain additional information about a patient.,1
71,The administrator is allowed to set the length of this period of time.,1
72,The administrator maintains the overriding reasons that an HCP can select from.,1
73,"He can report the height, weight and pedometer readings for the patient.",1
74,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely.,1
75,"The user selects a laboratory procedure from the calendar to read its details by clicking the Read Details link beside or below the LOINC code displayed for the laboratory procedure.",1
76,"After a message is sent, the LHCP is directed to his message outbox.",1
77,The patient or the personal representative can view a list of their own prescriptions or the prescriptions for whom the user is a person representative by choosing one patient from a a list of these patients.,1
78,System presents a text box to HCP.,1
79,"A UAP or patient representative can input the blood pressure, glucose levels, height, weight, or pedometer readings for a patient.",1
80,The administrator is allowed to modify the reason name in an existing entry.,1
81,The patient can add the HCP to their list of providers.,1
82,The administrator maintains a listing of allowable immunizations.,1
83,"A patient, personal representative or LHCP views prescription reports.",1
84,"The patient views the list sorted by dates, most recent access first.",1
85,"System displays the details for the visit in a new page, including date of office visit, note text, diagnoses (i.e., ICD-9CM codes), medical procedures performed (i.e., CPT code) , lab procedures ordered (LOINC code, see Data Format 6.11), medications prescribed (i.e., NDC, see Data Format 5.6), immunizations given (i.e., CPT Code, see UC15, S1), and the name of the doctor who prescribed the medication.",1
86,The patient types the subject and the text of a message.,1
87,The LHCP clicks the reply link above the message text.,1
88,The representative views his message inbox.,1
89,"The HCP can indicate that the patient has passed away, providing an appropriate diagnosis code.",1
90,The user can select an office visit from the calendar to read the visit's details.,1
91,"The LHCP, the patient or the representative clicks the Cancel button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter).",1
92,The administrator records a drug interaction between two prescription drugs.,1
93,The LHCP must confirm the delete.,1
94,The administrator deletes a drug interaction between two prescription drugs.,1
95,"The administrator adds a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes.",1
96,The answers to the survey are stored.,1
97,"A personal health representative views basic information about his designated LHCPs, including the name, phone number, and contact email information.",1
98,An LHCP can delete a patient from his monitoring list by the LHCP typing the the patient's MID.,1
99,"Any event which views, creates, edits or deletes information is logged.",1
100,The administrator is not allowed to modify the reason ID number in an existing entry.,1
101,The administrator can choose the hospitals.,1
102,The administrator stores information of a LOINC code.,1
103,The administrator is not allowed to modify the appointment type name in an existing entry.,1
104,He can report the blood pressure and glucose levels for the patient.,1
105,The administrator selects one drug.,1
106,A patient's DLHCP adds a patient's personal representative by typing that person's MID.,1
107,System presents a success or failure message to the editor.,1
108,System presents the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years.,1
109,The patient then chooses the beginning and end date for the period of time.,1
110,The data for personnel can be edited according to Data Format 6.2 (all fields mandatory except for associated MID and Street Address 2).,1
111,The user can select a prescription from the calendar to read the prescription's details.,1
112,"They can see diagnoses of blood pressure, high cholesterol, diabetes, cancer, heart disease, smoking, and the cause of death.",1
113,A fake email is sent to the LHCP alerting the user that a new message has arrived.,1
114,The administrator maintains a listing of allowable physical services (including laboratory procedures) that an HCP can use.,1
115,"On the patient homepage, the Patient views a notification center.",1
116,A patient inputs his blood pressure or glucose levels.,1
117,"The user selects an office visit from the calendar to read its details by clicking the Read Details link beside or below the ICD-9CM code (i.e., diagnose).",1
118,The notification center displays the message (You haven't entered remote monitoring information for today yet!),1
119,"A patient or personal health representative can view a list of his upcoming appointments for himself or herself, as well as appointments for the patients he represents.",1
120,A patient finds the LHCPs who have handled that condition.,1
121,"The admin must specify a specialty for a new LHCP (one of: General Physician, Heart Surgeon, OB or GYN, Pediatrician, Surgeon).",1
122,A message of the removal is sent to the adverse event reporter and to the LHCP.,1
123,Both patients and LHCPs can view a list of their upcoming appointments.,1
124,A LHCP enters an UAP as a user of system according to data format 6.2 (all fields mandatory).,1
125,The patient chooses drugs for which to report the adverse event.,1
126,"When the chosen patient satisfies the preconditions of the chosen chronic disease, the LHCP is provided with a warning message.",1
127,"A patient can report height, weight and pedometer readings for those for whom he or she is a patient representative.",1
128,A patient or personal health representative views his iTrust homepage.,1
129,The HCP can allow viewing access to the laboratory results.,1
130,Demographic information is entered.,1
131,The administrator can select a particular pair of drugs.,1
132,"LHCPs, patients and representatives may reply to messages.",1
133,"A patient, patient representative, or LHCP can sort messages in his message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",1
134,"A UAP can report height, weight and pedometer measurements.",1
135,System presents a list of pending referrals.,1
136,Initially only the name and email are provided.,1
137,Only the name and email are provided by the HCP.,1
138,A patient's DLHCP deletes a patient's personal representative by typing that person's MID.,1
139,The patient or personal health representative views an appointment.,1
140,"An LHCP views a list of his upcoming appointments for the current date, with each appointment displayed in the format HH:MM AM or PM - AppointmentType.",1
141,The patient can view contact information of a selected LHCP shown in the expired prescription list.,1
142,The LHCP is not able to remove any past appointments.,1
143,"An administrator maintains the standards list for immunizations, diagnoses, allowable drugs, or allowable physical services.",1
144,He can report his blood pressure (systolic and diastolic) and glucose levels.,1
145,A patient can report physiologic measurements.,1
146,System presents a listing of all his patients.,1
147,The LHCP schedules an appointment with a patient.,1
148,An LHCP sends a message to a patient or representative (no multiple recipients allowed in a single message).,1
149,An HCP enters a patient.,1
150,"After a message is sent, the patient or personal representative is directed to his message outbox.",1
151,The user provides a zip code or a hospital code and an physician type.,1
152,A patient or personal representative for a patient sends a message to an LHCP.,1
153,"A patient reports his height, weight and pedometer data.",1
154,"The LHCP can see the patient’s name, patient’s phone number, patient’s personal representative, patient’s blood pressure, patient’s glucose levels, patient’s height, patient’s weight, and patient’s pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.",1
155,The patient clicks the send button.,1
156,"A patient can click the View Full Calendar link to view his appointments in the current month.",1
157,An patient views his appointments in the current month.,1
158,"A patient, patient representative, or LHCP then clicks the Sort button.",1
159,The administrator is not allowed to delete an existing entry.,1
160,System presents  a listing of all his patients.,1
161,"By default, the messages in the list should be ordered by timestamp, the most recent first.",1
162,"The HCP must provide instructions, or else they cannot add the prescription.",1
163,The LHCP views the weight or pedometer monitoring details of his patients for the current date.,1
164,A LHCP refers a patient to another receiving LHCP.,1
165,"The user selects a message from the message inbox or outbox to read by clicking the Read link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1
166,"The LHCP can view a prescription list for that patient, sorted by start date.",1
167,System displays only the applicable input entries to the patient.,1
168,A prescription list is then displayed.,1
169,The two drugs and a textual description of the possible effects of the interaction are stored.,1
170,The administrator maintains a listing of allowable diagnoses.,1
171,An LHCP sends a message to a patient or the patient’s personal representative.,1
172,The patient can designate any LHCP as being a DLHCP for them.,1
173,The administrator can delete the interaction between the two drugs.,1
174,System displays only the applicable input entries to the UAP.,1
175,An LHCP or UAP can add patients from his monitoring list.,1
176,An LHCP reviews pending consultations.,1
177,An HCP edits patient.,1
178,"A patient, patient representative or LHCP opens his message inbox or outbox.",1
179,HCPs can return to an office visit.,1
180,System presents the actual operational profile of the operations of the iTrust.,1
181,The system shall append 20 more activities to the end of the currently listed activities on the same page.,1
182,The LHCP views his message inbox.,1
183,An LHCP can schedule an appointment with a patient.,1
184,A patient is added to the list by the LHCP or UAP through typing in the patient's MID or name.,1
185,The HCP does not have the ability to edit the patient's security question and password.,1
186,"System displays the details for the prescription in a new page, including the medications prescribed.",1
187,The HCP must proceed with the prescription.,1
188,The LHCP views the physiologic data monitoring details of his patients for the current date.,1
189,"A secret key is personally provided to the user, with which the user can reset his or her password.",1
190,An LHCP chooses a chronic disease and a patient.,1
191,An administrator can manage a standardized list of appointment types.,1
192,The LHCP views an appointment.,1
193,The patient views his message inbox.,1
194,System presents a menu of his patients and a menu of other LHCPs.,1
195,"System presents the MID of the sending LHCP, the patient MID, and the referral details.",1
196,"By default, the messages in the message inbox should be ordered by timestamp, the most recent first.",1
197,"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.",1
198,The administrator stores the National Drug Code.,1
199,A user views physician satisfaction survey results.,1
200,An LHCP or UAP can delete patients from his monitoring list.,1
201,The representative clicks the send button.,1
202,The administrator is not allowed to modify the hospital ID number in an existing entry.,1
203,"In both cases, system presents the name of the patient.",1
204,A user can request to change their password.,1
205,The information is edited.,1
206,Patients with a weight value 5% more or less than the immediate previously recorded weight value are highlighted.,1
207,"The patient views the list sorted by the role of the accessor relative to the patient (personal health representative, DLHCP, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type.",1
208,The representative types the subject and the text of a message.,1
209,"The user selects an appointment from the calendar to read its details by clicking the Read Details link beside or below the appointment type name.",1
210,"On the LHCP homepage, the LHCP views a notification center with a list of his upcoming appointments for the current date, number of physiologic data monitoring reports of his patients for the current date, number of weight or pedometer data monitoring reports of his patients for the current date, number of unread messages from his message inbox.",1
211,"System presents a listing of immunization-related adverse events for the time period that do not have a status of removed, sorted by CPT code .",1
212,"An LHCP, patient and representative may view a message.",1
213,The patient views all LHCPs the patient has ever had an office visit with and those whom he or she had designated.,1
214,The LHCP can obtain additional information about a patient.,1
215,"The LHCP name, specialty, and  address are provided.",1
216,"An administrator enters a LHCP, an ER, or a public healh agent.",1
217,An LHCP views the number of submitted weight data monitoring reports of his patients for the current date.,1
218,The public health agent can see the detail of a specific report.,1
219,System presents an approvel screen.,1
220,System presents a list of his messages in the message inbox.,1
221,The LHCP must confirm the add.,1
222,The LHCP can view of the comprehensive patient report for the specified patient,1
223,The HCP can edit the office visit in which the laboratory procedure was ordered.,1
224,An LHCP views his iTrust homepage.,1
225,System presents a listing of patients for whom they are a DLHCP who need care because of satisfying the one of preceding conditions.,1
226,An HCP may document an office visit.,1
227,A patient reports their physiologic data.,1
228,"System presents a listing of prescription drug-related adverse events for the time period that do not have a status of removed, sorted by NDC.",1
229,The LHCP opens the message to which he or she wishes to reply.,1
230,"The patient or personal representative can see patient personal health information, immunizations, and office visit information for their own records and the records for whom the user is a personal representative.",1
231,The drug is checked for interactions between other drugs currently taken by the patient.,1
232,The LHCP requests a comprehensive patient report for a particular patient.,1
233,An HCP edits an office visit.,1
234,"The patient is sent a fake email.",1
235,LHCP can edit future appointments.,1
236,The LHCP confirms the patient's MID.,1
237,"A patient, patient representative, or LHCP clicks this number to view his message inbox.",1
238,The HCP prescribes a patient a drug by selecting its NDC and name.,1
239,System presents a screen upon which he can choose a date range.,1
240,"For the patient, the HCP can choose height or weight to graph.",1
241,Demographic information is edited.,1
242,The patient chooses the immunization for which to report the adverse event.,1
243,System presents two lists of NDC codes or names.,1
244,The patient can add also a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP.,1
245,"The LHCP, the patient or the representative clicks the Test Search button to search (i.e., displaying the message inbox including only the messages satisfying the specified filtering criteria).",1
246,The HCP can graph height or weight of the patient over the last 3 calendar years.,1
247,"A patient, patient representative, or LHCP selects one option out of the by order of labeled drop-down box (with options of ascending or descending).",1
248,"HCPs can modify or delete the fields of the office visit information (date, hospital, notes, prescriptions, laboratory procedures, diagnoses, procedures, possibly and possibly immunizations).",1
249,"An administrator enters a LHCP, an ER or a public health agent as a user of system.",1
250,"The HCP can edit patient's historical values, patient's immunizations, patient's office visit information, patient's family history, and patient's BMI.",1
251,"An admin creates a LHCP, an ER and a public health agent.",1
252,The software tester authenticates himself in the iTrust.,1
253,A patient views a list of his upcoming appointments.,1
254,"An HCP identifies chronic patients who need an office visit, older patients who need a flu shot, or any patient who is overdue for an immunization.",1
255,The administrator modifies the duration in an existing entry.,1
256,The HCP is notified of drug allergy.,1
257,"A fake email is sent to the LHCP who prescribed the medication indicating the patient name and MID, drug, and symptoms.",1
258,The patient’s MID can not be edited.,1
259,The patient can view a list of laboratory procedures and status for their own records and the records for which the user is a personal representative.,1
260,A fake email is sent to the LHCP alerting the LHCP that a new message reply has arrived.,1
261,The HCP then documents the office visit date and hospital location of the office visit.,1
262,A HCP edits a laboratory procedure.,1
263,The public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).,1
264,"The appointment details display the appointment type, appointment date and the start time, duration, the name of the patient, and appointment comments.",1
265,An HCP chooses Office Visit Reminders.,1
266,The HCP enters a patient as a new user of system.,1
267,"A patient, patient representative, or LHCP views the number of unread messages from his message inbox.",1
268,"The patient or personal representative can see an abbreviated health history of their siblings, parents, and both sets of grandparents for which MIDs are available in iTrust.",1
269,The HCP does not have the ability to view the patient's security question and password.,1
270,"System displays the details for the appointment in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",1
271,"An LHCP, patient and representative can modify and save his message displaying filter.",1
272,The patient can click this link.,1
273,The information is viewed.,1
274,System presents patient's name and patient’s home phone number (so that reminder calls can be made).,1
275,An email notification is sent.,1
276,An LHCP views the number of submitted physiologic data monitoring reports of his patients for the current date.,1
277,System presents a menu of DLHCP.,1
278,The patient or representative chooses one of these DLHCP.,1
279,"The LHCP, the patient or the representative clicks the Save button to save the modified filter.",1
280,"Upon reading the report, the public health agent can send a fake email message to the adverse event reporter to gain more information about the report.",1
281,The HCP must cancel the prescription.,1
282,An LHCP views his appointments in the current month.,1
283,"Then, the LHCP can confirm the status setting or consultation entering or cancel.",1
284,The LHCP confirms the representative's MID.,1
285,"A patient, patient representative, or LHCP selects one option out of the Sort by labeled drop-down box (with options of Sender or Recipient or Timestamp).",1
286,The system shall store reason id number for the reason and the name of the reason.,1
287,An LHCP views his message inbox.,1
288,A LHCP reviews the consultation.,1
289,The administrator stores the CPT code and the name of the immunization.,1
290,System presents a list of the patients for which he is allowed to report measurements.,1
291,An LHCP views additional information for a patient.,1
292,The LHCP is not able to edit any past appointments.,1
293,System presents a listing of all his patients to view physiologic data reported during the current date.,1
294,"The status of the consultation being sent is set as pending.",1
295,LHCP selects a patient from the list of requested reports.,1
296,A patient reports an event related to a prescription drug or immunization reaction.,1
297,The message displays the risk factors that the patients exhibit.,1
298,A patient's personal representative or a patient or personal representative sends a message to DLHCP or that of a person they are representing.,1
299,A patient or personal representative can answer any of the following questions relative to a previous office visit.,1
300,"Also, the public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).",1
301,The administrator shall be allowed to assign a LHCP to multiple hospitals.,1
302,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,1
303,The LHCP then selects a referral to view details.,1
304,A HCP reviews consultations.,1
305,The user can select an appointment from the calendar to read the appointment's details.,1
306,"A patient views his appointments in the current month together with his office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",1
307,"An LHCP or patient can click the View Appointment Calendar link to view his appointments in the current month.",1
308,System presents an automatically-calculated value of BMI calculated based on the formula.,1
309,A UAP can report physiologic measurements.,1
310,The user opens his upcoming appointment list.,1
311,"An email alert is sent out to the iTrust user in the event of a changed password, status change in laboratory procedure, comprehensive report requested and generated.",1
312,"When the patient and LHCP are chosen, system presents the MID of the patient that will be sent to the receiving HCP.",1
313,The LHCP enters the patient's MID.,1
314,"System presents a line chart giving the chosen measurements (either height or weight) of the patient spanning the last 3 calendar years of data, averaged by quarters (January-March, April-June, July-September, October-December).",1
315,A fake email is sent to the patient alerting the patient that a new message reply has arrived.,1
316,LHCP can delete future appointments.,1
317,The patient is then able to write a textual description.,1
318,The event is logged  to verify his changes.,1
319,the HCP is returned in the specific office visit record to verify his changes.,1
320,"System presents an option (finish, decline, pending with pending as default value) to mark the status of the consultation",1
321,System presents a text box to enter the details of the consultation.,1
322,The LHCP or ER enters a MID,1
323,The LHCP or ER confirms the input.,1
324,"The representative enters the text of the response message (up to 1000 characters),",1
325,then The representative clicks the send button.,1
